latitude,longitude
35.72963155148632,-77.90313788296802
35.743129173541206,-77.90766778598787
35.7271472161909,-77.90967848246956
35.72573795891024,-77.91131560983976
35.73225077502413,-77.90177712254201
35.72502925081228,-77.89654820492373
35.7302585006305,-77.90782192721599
35.72942813839358,-77.9074122068026
35.75439337219564,-77.92805067209561
35.74249927767198,-77.90887142600675
35.75844656616808,-77.93200573565002
35.72882074683275,-77.90560915465846
35.72696275828841,-77.90624102367892
35.715509332974364,-77.89663316224484
35.72951869463963,-77.88318423155793
35.74148656508663,-77.90755264225223
35.73349196460955,-77.90329397611403
35.7245866779354,-77.92875653421586
35.71503359743368,-77.89883886270908
35.72036699798716,-77.92781211944055
35.72707464350685,-77.90706918468597
35.738543044922665,-77.90654344160029
35.72680624387036,-77.9292997870388
35.72853110742284,-77.9010818693276
35.728597518979434,-77.87690924733262
35.71734266282789,-77.8948177517718
35.747890186526575,-77.89344546313025
35.725176202327184,-77.9084257040876
35.745271335282354,-77.91208407475551
35.723893918100885,-77.89332078491786
35.727540426262955,-77.90427189507058
35.72178643500226,-77.8901851941448
35.72480605143906,-77.9008509630102
35.71993726794479,-77.89800979959674
35.75557951730183,-77.93285070452357
35.73173154003434,-77.90339592999494
35.728563556523355,-77.8830052967675
35.72614547758582,-77.87394813623655
35.74361127632218,-77.907757128212
35.722632531090056,-77.90484212331259
35.725286665362795,-77.92541640210752
35.710245565186305,-77.89987992040497
35.736468016065146,-77.91524615293505
35.732453029671554,-77.90492089186642
35.725532022556834,-77.89679539290665
35.73255545290857,-77.9046562821983
35.71550556474382,-77.89661673806069
35.743233849902076,-77.9146627967497
35.71167562351894,-77.8966222730088
